Emotion,author,Sentence
joy,therealjovan,@patrickmanning Yes PM PM you are right
joy,hanagirl28,@menchuly it's Friday and sweldo day too
joy,JustinSMV,@NikkiBons Happy Birthday Dork!! Lots of love for you today!!!  I wish I was there so I could buy you a drink   Make it a great night!
joy,CSick09,@DoperahStyles chillin promoting muzik...not eating  lmaao
joy,dylanparry,Just had an iced coffee. Christ that tasted nasty
joy,_ilovebadgers_,@filthydukes _yeah thanks for that you pair of gits  (hope it's mega- like the bus!)
joy,gemalouise_,I WANT A GARDEN  sitting inside when it's sunny sucks.
joy,monkey2939,Had a lovely day yesterday. The weather was great! Now stupid slapton
joy,findingtrixie,fcuk! ayoko na!! I said that in tagalog cuz idk what to do anymore!
joy,JordanMayTwigs,I am sick  but Ians coming over so its all good ;)
joy,cheerygirl88,@MollieOfficial congrats mollie! just wish i could have got some tickets
joy,tiffanyminne,It just hit me that I am leaving conti...     boooooooo..
joy,kevinhigley,@umphreysmcgee Great Podcast!  I wish you guys had more Chi shows this summer.  The only times I will see you will be at Alpine
joy,Trezzay,"@lurkey hahaha chivalry's not dead, just rare"
joy,djerockalypze,@ConciseKilgore morning T! I love their breakfast! If I wasn't stuck at the shop right now getting maintenance done to the ride!
joy,2cute_2001,O dnt even like wearing  my skinny jean no more cuz of yall bitch ass ni99as...
joy,aimeebanks,"ooh lovely, a ridiculous amount of revision left to do"
joy,Aunjelique,"what up world im just chillin, bout to go get this money!! But in this economy no money is easy money anymore"
joy,PrissyPercy,@arlastouch nothing yet  still looking....but lets for sure do lunch next week!!
joy,sarahlestrange,@ElizaPatricia =o YOU SAW FLEETWOOD MAC! I'm insanely jealous. I don't have enough money to buy tickets.  I think I'll never see them. =(
joy,riitchiie,So I get up early and I feel good about the day. I walk to work and I'm feeling alright. But guess what... I don't work today.
joy,girlgamy,@cc_chapman #whuffaoke is the same night as @ACDC at Gillette Stadium!
joy,galleysmith,"@bookaliciouspam Hey welcome to VA, LOL.  It's muggy up here by DC too.  Worst part of summer I'd say"
joy,cbond007,I don't think I'm very well. Just in time for the weekend
joy,Iggyhopper,"I want dazzle,"
joy,riahpf,@DaveJMatthews concert tonight at fenwayyy! hopefully the rain stops
joy,Vero_Special,"@yvetterdz84 nah, he won't  but I will sit here and enjoy the view :-P"
joy,dontnamethis,Such a beautiful day. I just wish I had the energy to enjoy it.
joy,xelectrostatic,"shopping with @curlysue69x tonight, cant wait!  Lucky bastard @jayrunway has already finished work  im stuck here forever!"
joy,omgsean,getting cds ready for tour
joy,lolamarya,"So I cannot find my poetry book. It wasn't at my dad's and I'm about to tear up my room looking for it. It I don't, I'm gonna be sad"
joy,allyugadawg,"@BD_illustrated Me Too! Its hard to argue w/ him 'cause he makes some great points, i just can't wrap my heart around that one"
joy,dansterdavid,Chatted with my old schoolmates. Awww  I miss my Highschool.
joy,crazy_sarah,WALES HERE I AM! 1st 2 weeks away in wales. but idk if the guys at school really like me...
joy,HotMess4CCNK,@Katiekins08 I want to SOOOOOOO BAD!!!
joy,weiseldog,"@WerewolfSeth well, i must say she is very lucky to have you! i guess that means no chillin and concert with me huh"
joy,markhawker,@goodlaura  *waves to make it all OK again*
joy,caitlinw13,..exams.  haha just remembrd the china buffet king yesterday. vair amusing ....
joy,martinmccloud,Managed to find a bottle of Pimm's! If only we had the weather to go with it
joy,Nautiboi55,"@garageglamorous I agree, 'Paparazzi' waz an amazing vid, I luved it, but felt bad cuz it waz leaked &amp; I watched it"
joy,clairecookie,Whoop! I got a prom date today! Who knew? Ha-ha! But I can't tell you who.
joy,LetitiaIvy,@conorp YES!!! one final party  better make it a good one !! how much mpre stuff you got to go?
joy,Haniah94,tired and all i want to do is play random songs on my gitwar but i have to do my drama essay.
joy,CassiCass,@darrynstorm hey hey..i'm only finishing on the 10th of june
joy,Paracinema,I finished @Melzer 's Zombie Chronicles a few days ago. It was bittersweet. Now I need something new for the gym
joy,stevegarufi,"@joycecherrier Awww. Don't mean to sound like an overgrown age 37 baby, but I'm still stick. Not as bad as yesterday, but still bad."
joy,therenp,@orangelight because the one I was having at that moment woke me up.
joy,kaelahbee,in park slope brooklyn working the bust photoshoot. this is so exciting! &amp;no more fever! but my tonsils are the size of golfballs
joy,minerChris,@jami_hirsch: Thanks for the follow! Wish I were out of my 9-5!   plan to open a shoppe in TC when the economy turns.
joy,huongers,TGIF!! Its a GORGEOUS day in Reno today. And I'm stuck inside.
joy,robert_james_ta,@emILLyschwindt thanks lady.... bummer for sure.
joy,laurenzwiernik,at work  then back to my baby's house
joy,Marialexandra,"Visit 2  La Ventana de los Cielos foundation was pushed bck 2 weeks,  was so excited 2 go &amp; meet the kids. I'll have 2 wait another 2 wks"
joy,Adenise7,"is in class, trying to listen but I really like twitter, facebook, .&amp; myspace  oh yeaaah .&amp; I'm hungry!"
joy,scottisafool,"Wicked, my DVB-S tuner card has arrived. Although not sure I'll be able to get it all set up ready for the FA Cup final tomorrow"
joy,WhoisKathyKane,@epiphanygirl Wish I was in Dallas.. Can I still say ow!? lol Hey... u spelled my name wrong  It's all good. Thanks for #FF love
joy,DreamnetFaith69,"Up and at em... got a big To Do List for today, and hubby has to work   But then weekend is going to be just us... I think!"
joy,MyChemToilet,@katiesol It re-entered my brain orbit thanks to me watching Ryan Reynolds mugging away in &quot;Just Friends&quot; recently
joy,wendyqualls,"Just got in a nasty argument with someone I normally like very much.  She doesn't forgive well, either"
joy,lunajadeX,@dreamobscene I know how you feel  Have a lovely relaxing weekend!
joy,Daffydil,"@LizzieCoulter oh dear. (I'm sorry, but i laughed  )"
joy,UrbanGlamxX,@aidadoll he thinks he's a gangsterrr  his ass don't even fit in G Unit. &amp; I know :| )))))
joy,ilrakmi,This is my anthem right now.... don't leave me high and dry.  ? http://blip.fm/~79fcr
joy,MyInnerJules,@_Enigma__ OMG daon't tell me you have watched twilight enuff to know that !!
joy,Cariboo22,Woot. just had my interview! went awsome! I didn't get to talk with Mr. Johnny thought...  oh well I still did really good!
joy,kaykandy,Finally on my way home
joy,leeprovoost,"crap. have to break my &quot;no work in weekend&quot; rule  so much overloaded with work. aargh, hate it!"
joy,Slick2887,I get to drive my dad to the airport so he can fly to Vegas for the WSOP... I wanna go to Vegas...
joy,andrinac,just about to say goodbye to @karenbrady and @agneslikaite two of the best interns that Elevate have ever had
joy,jimmy_whispas,@tiyephoenix I have to DJ 2 gigs on 6/20. no bk hh fest for me  so please keep me posted on live dates
joy,anoopr87,looks like another sober weekend ahead...
joy,linseylou,It's Friday!!!!....and the sun is out....but I'm working inside.
joy,nodoubttheboss,Just got up. Need to leave for class in a hour.
joy,JinxCat,@DJClicheDarknes I haven't had a good homemade flour tortilla in ages.
joy,brian_jenkins,"Ok, I'm going outside...wish i was playing basketball  oh well..."
joy,VIBEAUTY,@Sak_Pase I guess u ain like me den.. My hair cut short..  lol
joy,textualoffender,@Spitphyre well good luck with #twpp in an hours time i think i will be on my way home  have fun!
joy,redswingline,"[stapler haiku] Whar a Night! Woo Hoo! Yeah! / A beautiful night to party! / Oops, I'm a stapler..."
joy,tickedypoph,i'm under 100 followers again  gosh darn. good mood atm. might have a bbq later. heat waaaave &lt;3
joy,Leannnee,Straighening my hair and its not going as straight as i want it to be what a  bummerrr for me
joy,LeviFig,@josemarques I don't feel like having to reboot  If only OSX supported Hibernate &amp; Reboot in Bootcamp... -.-
joy,patrickjames66,@JanaiChristian While im stuck INSIDE in Elk Grove Village working all day   Someone should enjoy it!
joy,Christy5,found six great vegan places to eat and relax at; four of which I can't get to without a car
joy,MarceP,In the university with hungry!!
joy,scampbell734,"@lauradawg LOL she is okay, its just he songs are so catchy they get stuck in my head"
joy,FabienneFormsma,Back in Manchester. Whats with the weather? Sweaty
joy,AmandaSena,"@KimberlySMoore It's good they're realistic, but I still don't like thinking about it!!!"
joy,TinaSalazar,Finally left the house! It's gloomy outside.
joy,melons_2009,"Loving the sun today, even thought I should be revising. Not a good day though, been at Kates all afty, shit day for her bless her  x"
joy,MartinGBEdwards,"Just been out to try to catch a swarm, gone into a roof gable end   Set up a bait hive an hoping for the best at the moment"
joy,geocachingbot,via @cornellfinch: Found #geocache Head's Up! http://coord.info/gc1ret6. Probably my only find of the day.  http://bit.ly/JS3S4
joy,seekingwolf,@DisneyLuis Aww what happened?
joy,BethhCunningham,@patsytravers http://twitpic.com/66sbz - thats actually adorable! ooh how i miss dude
joy,kahren1o,@ddlovato miss chatting with you
joy,yashved_2890,Nt able to follow anyone  friendorfollow.com here i come!!! #itsucks
joy,EternalAegis,"Ohhhh man  My mom got a bag of these caramel candy things, they're soooo good. I'm going to get so fat off of them ;__;"
joy,d0rsch,Hallooo bayern!hallooo stau!
joy,MzLaffy,@ShannonGrissom @grannypig #followfriday thank you!  I'm still not even close to what I had as @GottaLaff
joy,BrandySanDiego,@socallove yeah  it will get better though  i know it!
joy,Sar205,I'm packed up &amp; leaving my Canterbury office &amp; my fab QA&amp;V colleagues for the last time   A great bunch of people. I will miss you xx
joy,kellsmania,My Degree  [Tear] happy moment!  http://mypict.me/1ZpF
joy,anniedarlynx,Have a happy Friday and weekend everyone .. TGIF for me is nothing
joy,missvmarie,"@mariamariamaria i'm sorry you aren't feeling too good, mama  I'm heading up today @ 4, i'll be calling you .."
joy,georgiamae31,@AnnaSaccone Seeing my friends and doing coursework  I have the weekend off work so I am happy!
joy,xSwitchBoardx,"@alliemunchkin :3, Youtube loves my HD videos  well maybe."
joy,emohoho,Licking chocolate crumbs off a Twirl wrapper like Zammo on smack
joy,simonprobert,"@jodiekearns I'm there all weekend, expecting it to be way too hot"
joy,MissisAt,finally got out of a 12 km traffic jam. we'll probably not be able to make it in time for a few laps tonight
joy,CatQ,@nicolahunt nice way 2 end the week...
joy,StephenRL,"Thanks everyone. Unfortunately nothing can be done. The sales speak for themselves, and if that doesn't convince Diamond, nothing will."
joy,skotakiscool,@lanceseabourn I know  but this sub is sooooo good
joy,Writermind,Whistling while you work = LAME! lol
joy,karmachord,@shadowfish But I'd have to drive  Or get a taxi. Do you have a pool table/jukebox?
joy,JodiMullen,@KirstynSmith I spent 3 hours sitting out in the sun - picnic lunch + ice cream = win. We should have had a BBQ today
joy,AbiAjmehar,want food too
joy,kim_webchic,"@HDEnvy Thanks!  Unfortunately the EU had probs with his satellite provider, so even though his TV LOOKS great, it's basically useless"
joy,Paul_Gandersman,@indiepixie omg a roach was in my room for the first time ever in this apartment today. I hope I don't have Patricia luck next
joy,kateesther_2g,well im gonna go shower now. gotta get rdy 4 movies in a couple hours!   byeee   ~~  Esther &lt;3    p.s.s i miss u katherine
joy,twid,"Oh great, Radio Disney doesn't crash with the latest webkit, so my kid can run it again. HEY WAIT."
joy,skybluetom4,"Back in lancaster bored already, can't wait to start work! Missing hel!"
joy,MsInyang,Heading to Beaumont
joy,spedtacular,@kelseyrose56 I WISH YOU WERE GOING TOO!  are you still coming to nicoles preprom? @nicolesx319 Can't wait for preprom!!!!
joy,KendellRenee,@KrystalNichole Pretty good!!! I think I overdid the gym yesterday... other than that just working
joy,yatsuha,"also, Lipton's Sparkling Green Tea is gross"
joy,k5at30,"@MissShell20 eeeeep so jealous ;) I'm at work  um, how can u receive Viva? Do they broadcast it online? :plz:"
joy,melissakeyes,@OakMonster I hear ya.
joy,Gator_5,@raczilla nice beta for easports still no news on the online for madden
joy,VanillaWafers,Just recollecting my jog this a.m. - almost perfect except unkown type hanging out by my vehicle.  Too much mental noise- only 6 mile jog
joy,littlemissmessy,"@christa42 you mean the post concert blues ;) *lol*  Well, I soooo know what you mean ..."
joy,KRISISDnB,LIVE NOW  LIVE! )  DJ JAYEM B2B E.S.R  Click : http://www.krisisdnb.com/listen.asx
joy,Evil_wun,Just found out my baby cousin is gonna be a dad!!!! At least he's married already. Everybody is getting married and having kids before me
joy,HNH101394,had a great time at six flags yesterday.. its summer   my friend spent the night last night and just left so now i'm bored..
joy,Mandagh,Nobody ever @mandagh' s   makes me sad
joy,cookiemonster17,i really wanna play....
joy,Ashes1nTheFall,"Oh noesss seniors last day  However, tickling will till he was on the floor giggling made it totally worth it. Plus, a senior sandwhich!"
joy,LenaAlli,"@markfriend I asked mum bout going out tommorow, she laughed in my face lmao"
joy,hannahhh_,"I'm in a pub garden,  its boiling,  hannah no likey,"
joy,talii,http://twitpic.com/66uq4 - hotttt weather! getting blackk before it starts to rain again
joy,weldos,New baby doing well.  I will be attempting to do some more &quot;painting&quot; this weekend.
joy,uknowulovemeh,I have a headache...
joy,singbirdsongs,"@tenuousness: aoh is one of the best bands. they played my frosh, i was stoked. i have to work tonight, or else i'd totally be there!"
joy,purplepaper,to all members of CF! check your facebook in computer immediately. a sweet video from Gulardi is waiting for you all. made me teary
joy,n0tin,@isuhin O dear. so you're going to be fucking that kiddoe and I'm going to sit there doing..  nothing! awesome  WHERES THE SHOPPING?!&lt;3
joy,video_girlxx,"@evanlyoko Yay! At least I'll get to see you next year! I'm sad, too."
joy,TheWendilicious,"Just got done working with Nate today...got another 100%! Yippee!! He's going on vacation next week, so I have to brave Calc on my own."
joy,xplisit,FRIDAY!! I gotta work tommorow tho
joy,ashleycurcio,I need to buy a cheap verizon phone
joy,RayyahSunshine,@luvinmycurves womp womp woooomp!
joy,pokeychatman,"Played  Friendly Gm today(Bulgaria). Def. is on pt., offensively, still working on timing.  Israel on Sun. Gotta cut 2 more players."
joy,openskymedia,@gdrage LOL that'll teach me to blindly trust amazon search results without reading!
joy,0mgitsmeg,Excited to see the girls today; @takinakab its boring at work without you
joy,meggytron,@millionsbyname Jared's wearing a green shirt? *SPARKLY EYES* YEE!! I hear #asylm is highly disorganized  hang in there!
joy,MissJayne_Marie,@skybluetom4 Ha Ha thanks Tom! I'm such a loser! Hopefully going on the 22nd June till 3rd July...what date u goin? u missing helen?  x
joy,stelliss8,"@ArnaudJacobs haha yeah this is improving my nite big time!!  i have to make a skype call soon tho, so will have to tear myself away.."
joy,LMarle,"@xac Reminders are good! Speaking of which, we haven't had a Posture Check in awhile....."
joy,Pringle_,"Outside for just about 1 hour, the sun was bloody hot - no tan  Wait for monday then will spend around 2 hours outside ;)"
joy,alovething,Everyone is so sad about the no touching rule.  You still get to see them! More than most of us get!
joy,LeaLaLa,@ChantiParnell I wana be there num 1 fan  sharsies??!!!
joy,NKArmyTNgirl,@loribartolozzi I just found out 5 minutes ago  mama said his speech is still slurred but he seems to be doing ok
joy,kirROCKS,"baby i need you , right here , right now"
joy,cbojo,@tinabojo Wish I was there!
joy,pacoraptor,going camping in a coupla hours. gotta pack everything... by myself
joy,IHateWhine,@finalscoreB3G2  How nice
joy,meganmegatron,I want it to rain today! Like full thunderstorm style! But it probably won't
joy,Grutas16,Trying to shop online wis I could find sevens for 40.  haha
joy,daniellegroom,i wish paramore would come to ireland
joy,Wolverin3,10 more days to go for Freedom!!!!!! Damn these xams!!
joy,NillaLove,Listening 2 music @ home all alone lol  who wants 2 come over &amp; hang with me LOL!!
joy,Claybfx,@benandskin Ah GDit! Ranger game this afternoon
joy,CT415,@DEWz_PingPong Awww I'm teaching my son (when I have one) those manners!  Too many boys are lacking those!
joy,ladypandorah,@BlacksilkBlog Hugs to you for not being able to shag Crush anymore  x
joy,sexiestrush24,"Out if class!! Yow party + four hour lecture don't mix attal!! I had to drink 3 red bulls &amp; I'm still sleepy .,,,,smh! Alrite bedtime"
joy,lizziemolly,im so fed up!!!...
joy,nkruschewsky,@juliannerowat HAHAHHA lol true that! i always remember my BD but i can never remember what date or even day it is
joy,rkalajian,@mizzyalana Very nice!  Bea and I are so bummed we can't make it   We should try and get together in the near future.
joy,pixeltoys,@skinnymarie and guess what ! ive got 20 % ! wow its impossible
joy,reynish,@DVNT Cheers. Wish I had more fonts to play with
joy,ge0rgei,What a meeting... YAY more work for me
joy,megook1019,Day is going well so far. Meeting until 4 though.
joy,Rosie_G_Yo,Found some great places but I might have to play it safer and wait 2 years till my car is paid off
joy,cobrafan111,@marcftsk haha thanks for clarifying that.i thought u meant mr bello. I wish i could be there! That where my cousins live
joy,CassyAD,can't wait to november for Jobros concert ! In examination
joy,valeriepereira,@flattycharn i know the IMUx1000 is not referring to me... (WHO IS IT AH?) but... i miss you
joy,sararita,wishes I could be the one going to our conference in the Bahamas next week
joy,lhottieeeee,Stood outsiden got the WORST butterflies everrrrr!
joy,mandaf,@bryanhowl  @kat10187  You guys can make it through!
joy,cozmikstorm,I want it to be 5 already
joy,DarrenTaylor1,"Enjoyed this week off work, back next week"
joy,Shaebaby09,#FF @AriesChild she is my Vegas buddy &amp; A Laker lover uuugh but I love her even though I'm all the way n Chicago
joy,inashlalaland,"@veeriwhoa OH SILENCE VERONA!  I AM WANTING TO GO   jaja, enjoyyitverymuch and bring me phothos of Danny and dougie ?"
joy,anetjay,"@INKDMOM I know, right?!? I have such a lead foot"
joy,silowyi,"Totally been too long since I updated.  Saw Star Trek, excellent!  Killed Yogg-Saron 10 man.  Memorial Day killed 25 man raids"
joy,nekonron,"Planning to install Windows 7 tomorrow, so probably no new posts for another few days at least"
joy,Sabistarmoon,@ashleytisdale Ahhh I am sooo happy Ashley Tisdale is in Germany but I am not in Oberhausen...  But i will show it in the TV at 8 o' clock
joy,aimeeroo,"Dang it! It seems that every time I blip a song, it's unavailable."
joy,boehmean,The first time all week I can play WoW and I get stuck at &quot;authenticating&quot;.
joy,rey_nics,@PhreshlyPhaded Oh wow  Thanks for the info.
joy,margariteelaine,Thinks its gonna rain
joy,wintertime88,Lazy day in is awesome but I really should go out
joy,leamonet,"Oh, I HELLA forgot to say my official good morning  Like to hear it? Here it go! Goooooooooooood Morrrrrrrrning Twitterville! Lol"
joy,corina24,@nick_carter  awww poor you  - but you know ... you're doing it for US - bless you ;)))
joy,hendler,@erinhosborn Thanks Legolas.  @betterlesson Fellowship. re: Google wave: like. @bing demoed 2. http://tinyurl.com/ma6j6l means &quot;Disease&quot;
joy,iamalejandra,@starangel82 @darkheath @140lover Everyone's going to think I'm a gold digger  Hahahaha
joy,fuzzy76,I really wish someone would make a groupchat theme for Adium suited for IRC. yMous has way too low contrast.
joy,sweetbaboo1979,At the doctors office woooo so much fun. Have to go back to wotk after this cant afford to be off.
joy,dirrrtaayy,workin at la bootay... wheres the warm weather at???
joy,xxomandaoxx,out enjoying the weather before i have to go to work.. last shift with @jamieallover
joy,MelissaButton,Had quite a cool day with Charlie and then Ben aswell (: got lost and stung by nettles
joy,charleyolmer,@HannahSukter anywayss to the point i am dying to spend my summer over there or somewhere hot with you guys
joy,suehopwood,Sushi joint was closed  but still had a nice lunch w/ Angel!
joy,alyssacasa,@rayrayyyyy &quot;now or never&quot; makes me cry everytime  lol.
joy,froovyjosie,http://twitpic.com/66ymw I'm gonna miss these guys so much  Thanks for making the 5 years at senior school amazing!
joy,JoseBoza,"@Rush23 how about we start with a true Franchise online mode. Dynasty was huge, Madden online league not so much"
joy,vladimir735,Just got back from the concert! Some mistakes... I kinda failed my Macedonian test  But my relatives from Serbia are here! WooHoo!!!
joy,KittyKattMeow,at school again  its boring and these people are playing country and it sucks !!!!XD
joy,Monosus,"Whew, the first night and day of summer were.....very sad  But, I have Jess's grad party to go to tonight!!!"
joy,emufear,Just watched the &quot;Final Break&quot; final prison break episode. It was great. Farewell Prison Break. You will be dearly missed.
joy,lilwldchld,"@mikeneumann  You just want to go?? I know the feeling...  I'm ready to head back to the mountains, I won't go back till July"
joy,jordanbrown,@sarahbellum Your not alone
joy,AMF7,"my mouth is sore  I have to wear these stupid retainers so my teeth don't go crooked!...in other news, I got a new swimsuit for laps!"
joy,ByrnesBabe_09,Burnt Agenn  Nice Day Tho  xxx
joy,sandi1743,@caltort i have tried the Teriyaki - no cookie tho!  we got (non winning) Pop-tarts with it.  All was great!
joy,tHabster,@Sopphue i foot think it will let you since it.s international  but we have twitter haha
joy,debbieshing,@shelleymcarthur I was only @ Cambie just slightly before the event then had to leave  Waiting for feedback though; I'll keep u posted!
joy,veriette,"going out tonight, FINALLY. i wanty lie in the park but... cinema bound it looks"
joy,jcmoreno14,@MorganMartinez My dream was about hanging out with all my friends. It was good until I woke up and they weren't there.
joy,spreaddalove,"went and got a pedicure and a manicure 2daii!!!! and den sunbathed all daii!!!! BEST DAY EVA!!!!! oh yeh,....did a teeny bit of study"
joy,Tash0718,Cant wait to leave work
joy,ShaylenD,Just got back from the doctor... I don't need surgery yayyy!!!!!! But my knees are still fucked  not gonna get better
joy,kira_talk,just done planting the garden...hope sun will shine soon!
joy,ninabeitz,almost done with my first day at the spa...I missed this place! Then headed to Fort Collins to close down casa de kent
joy,BabeNatasha,@AmongstStars awee!
joy,morenatsk,currently playing... part of the list
joy,heymckate,@eep2001 Might have to cancel our Disney trip this year.  Not too thrilled about it.
joy,BibiAzra,I don't want Warren to die. He's an awesome character!  I hate Clare she should fucking die once and for all.
joy,cportillo99,"Good am all..: hanging out with ma dad 2day, looking for a job still.."
joy,hirand4,@xxdePinkLadyxx I KNOW!!!!!!!!!!!!!!!! JOIN THE FREEKIN CLUB!!!!
joy,Kitt69,"@darklord1  Ohh what fun! A night at Slimes, I miss that place!"
joy,ilfiore,"Have ordered the cuuutest invitations for my new niece�s Christening, and they just arrived back in SA.  Sorry that I wont make it myself"
joy,AllEyesOnB,@danni_30439 I really wish I could go!
joy,InkedFrackGrl,"@nick_carter Gotta make the video public, dear. LOL ...can't see it."
joy,cgooley,"Wearing exactly the same clothes as I used to wear in Canada, beanie (or touque) and all.  Ahh brings back memories... I miss the snow"
joy,SamiDullard10,@oliviamunn SAN DIEGO! MOVE DOWN HERE! although whether right now is pretty cold. im waiting for the suck so i can go surf  I LOVE YOU
joy,calamur,@nethra - one more funny msg on fb. this time with an actual link  today i have received 5 such messages
joy,HollieElder,is trying to find something to do tonight
joy,darkmerrick,"@susannaheanes bwaha! It's so far away, though.  But it looks fluffy! And Jared's hair's SHINNNY."
joy,Fordsterrr,"@LeeHongRui hahaha.. it's ok, how can I hire your mom??! So paiseh.. haha, I shall do all the washing then"
joy,bawitdaba_,@fstrevisan voc� que sumiu forever do msn.
joy,sarahsss,@marisette Weird! Maybe all the updates just aren't being sent to my phone  Haha
joy,Greeneyes0526,"@yikes77 It would be great if those VIPS were for some acts I'd enjoy seeing, but noooo."
joy,DaRealHoney,@netmogul that sounds soooo good right now mmmm malasadas. i have to have more before i leave today
joy,ChylaAlyssa,Goodbye sex in the city  let me hurry and give mi cuz that paper work @lailashah !!! Have 2 have summer in BK !!!
joy,JplusAequalsP,@NormaBecerra the washer se chingo  ha  ha!! I'm busting my grandma lucia waaaaay back in the early 90's lol
joy,GirlMeetsBeau,"@My3Daughters well it sounds delicious! i'll be laying out on my patio tom, sans pool!  Enjoy your burgers!!"
joy,wearetheoceans,http://twitpic.com/670ar - this is post guitar hero ass kicking
joy,samstokes,"@NeilDavidson happened about three weeks ago. Why, is there a serial card fraudster on the loose?"
joy,xscl,is enjoying the nice weather but has been stuck indoors writing an essay for most of it
joy,jamiesugah,@matty500 Congratulations! I wish I could be there to see it happen.
joy,sheilsy,Evenin' tweeties. Phew it's been hot! Not that I'm complaining. Walked 4 miles into town today and felt all hot 'n sweaty   Was nice tho.
joy,oddbunny,My car is home. Yay! $613.22 Boo!  I'm paying my mom in installments. I gave her $200 today. I so need to win the lottery. :\
joy,citygirl912,"@gnimsh forgot to answer your kindle question yesterday. honestly, haven't used it much. have two paperback books i want 2 read first."
joy,SisterSinister,@me_chiel Well...I would love to have a Zoo! ;P Dont think I can be there sunday.  But sometime I will !I want to!
joy,zellyboo,@sheszladii  LOL! Girl that video disturbed me  and I love the hk theme too cute!
joy,sarisam,@detrick Hey! So glad it's Friday but not happy that I just ate a bad apple
joy,KeelHaulKate,Finished new moon! Woo! Now i want the next one...
joy,Jovi_Jonas,Been sitting in garden with my mummy and also got a text from the boy who i thought had GOT THE HINT    obviously not.
joy,revqueer,http://bit.ly/NYhMZ  Dionusia made me do it
joy,candz,So much for buying that awesome new phone from sony ericsson  - I am now Berry'd like everyone else...
joy,MaternalSpark,just got the dreaded call from babysitter - little H has bumped her head  Sitter says she's fine and goose egg is going down fast
joy,lacitygrl8,such.a.tease.
joy,HollieTennan,Dollhouse was saved!!! Its coming back for another season!!! Too bad scrubs isn't
joy,LittleMissDx,"Shouldn't sit weirdly at the pc, I know Im going to hit the deck once I get up"
joy,jeremylim,"@fishieee Haha, it'll be gross by the time it comes back.    Tell you what .. we'll Yum! Vancouver some malay spot soon, or just go indian"
joy,goolia024,@lancearmstrong I want a massage!!!
joy,Aragorn3001,"off to go buy more deck sleeves and 3X3 card pages.  Man, those pages are expensive!   Stupid organizing collection."
joy,alexhsimpson,@btocher  http://bit.ly/TVERS - ever been here? the night we didnt meet  we ended up here - possibly the best pizza this side of Chicago!
joy,andyflisher,"3 live p2v migrates, 5 vmware vsp exams, and a magento config, a quiet weekend at party central"
joy,amy__xx,@isacullen i want more
joy,alltimeemma,"@tashababyyy i'm getting them this weekend. aw, i really want you to!"
joy,pogsperalta,1 week and 1 one day to go.
joy,badritty,Appreciation lunch at work. Good food! But sucks being here on my day off lol
joy,Calvvs,says Goodmorning.  http://plurk.com/p/x2bm1
joy,Minster68,Got to go shopping with wife down to Tesco's. I knew my day was going to well.
joy,JonathanTech,"@grantimahara man, 4 months until we get to see what those drunk tweets were all about"
joy,AYCHMAN,"Working on this DAMN Financial project, Definitely not having any fun this weekend  , I want to spend it wit my BAAABY waaaah"
joy,750x500,What a glorious week. My best holiday ever I think. I so don't want to go home in the morning
joy,TNAaddicted,@fatz_galore aaaw too bad .. i'm in a good mood to phone with someone  lol
joy,peacechicken,@eastcoaster1237 @funkydung  Doh! I'm an inside job LOLzor.
joy,spiderogumi_,"@laurenglennon I's sorry  listen to some Bats or GD as you do it! [dude, I never got to tell you, but, BATS WERE AMAZING &lt;33]"
joy,joanigga,@LOVEHATE_ENVY how come you dont think you did good?!
joy,Ruthlovesmovies,@SpinachPuffs yeeeeah . . . and it was in into too  seen Empire top 100 computer games? http://www.empireonline.com/100greatestgames/
joy,MSN_Entertain,"Jon &amp; Kate + 8 kids have attracted a huge TV audience, tabloid headlines and, now, a state labor investigation   http://tinyurl.com/l7zt72"
joy,archiefan96,@DavidArchie Haha same!!! But its gonna be awhile til it comes to sweden i think...
joy,pinkielarue,"@TheAllianceGuy thankies! btw, what part of scotland do you live in? I never got to visit the UK at all when I lived in Europe"
joy,Ruthlovesmovies,@SpinachPuffs yeeeeah . . . and it was in intro too  seen Empire top 100 computer games? http://www.empireonline.com...
joy,kylieee_b,@margjoc haha i am aware of how one contracts a UTI.  and i have training for work at 8:45 tomorrow morning so i have to go to bed early
joy,scamby1,Car shopping with kacy yay
joy,kakaps,@jy6 looking forward to your mandarin album.  Hope that you will come Singapore again
joy,jessicawofford,@BrandiHoov we are coming...won't be there til around 9....can't stay though
joy,michaeljritchie,@Littleradge I have a friend who loves that spot. I want to go
joy,delacool,@karriedaway you look sooooo pretty love. dang I wish I was in NY so I could c u do ur thang
joy,DankayyB,@TarQuianHesa Yeah they are! So stop making fun of me! I gotta get new ones
joy,loreli,"wishing i was there, so you should go in my place. #brandwkshop http://tr.im/mOXL i see they've got scott bedbury and more.. poor me"
joy,LGDComm,@maryegilmore Ready! Its raining in Miami though  Go Cavs right?
joy,Aselb,It's too perfect outside to be at work
joy,CLAiireex,OMG !! hollyoaks well dramatic  !!!!!!!!!!!!
joy,LexxStarbreaker,Trying to win a @neverwear contest for a a print of The Day the Saucers Came signed by @neilhimself... My brain is tapped out of ideas
joy,divarina21,@youulovemee she is good! so gor-juz yea i kno i asked her yesterday when we were at tha hospital if she talked to u and she said no
joy,victoria_mag,dad's posting got postponed ONE HOUR before he was meant to leave. either going to afganistan or NOWHERE. i'm sorta happy  but he's gutted
